<6006,3>
<6041,1>
<11923,1>
<12753,1>
<13391,1>
<14541,1>
<17614,1>
<18966,2>
<22545,1>
<23084,1>
<24049,1>
<29314,1>
<30050,1>
<31749,1>
<33066,1>
<34311,1>
<37438,1>
<37668,1>
<38672,1>
<40321,1>
<40636,4>
<41555,1>
<48077,1>
<53611,1>
<55014,1>
<56051,2>
<56625,1>
<63492,1>
<64354,1>
<64463,1>
<64755,4>
<65120,1>
<69909,1>
<72650,1>
<73028,1>
<73458,1>
<75313,2>
<76044,1>
<78316,2>
<82275,1>
<83880,1>
<84207,1>
<89538,1>
<92594,1>
<93000,1>
<93069,1>
<94946,1>
<94947,1>
<95687,1>
<95887,1>
<97863,1>
<100471,1>
