<1347,5>
<5371,1>
<6041,1>
<7560,1>
<8244,1>
<12753,1>
<24428,1>
<24767,2>
<26621,1>
<32166,1>
<36291,1>
<38449,2>
<38513,1>
<39579,1>
<43011,1>
<47450,1>
<47641,1>
<47675,1>
<47815,1>
<48610,1>
<49967,1>
<50034,1>
<50337,2>
<50758,2>
<53536,1>
<56026,1>
<58643,1>
<60411,1>
<60682,1>
<60949,1>
<62489,1>
<62497,1>
<64031,3>
<65866,1>
<65915,1>
<66249,1>
<66963,1>
<68340,1>
<68643,1>
<69464,1>
<69498,1>
<69971,2>
<74671,1>
<76044,1>
<76835,1>
<76873,1>
<81862,4>
<82469,1>
<84131,1>
<85967,1>
<86248,1>
<87221,1>
<87649,1>
<88416,1>
<88580,1>
<92673,1>
<93018,1>
<93093,1>
<97374,1>
<98508,1>
<99063,10>
<99414,2>
<100219,1>
