<242,6>
<1620,1>
<1759,1>
<5622,1>
<6041,1>
<6401,1>
<8022,5>
<9739,1>
<10511,2>
<12753,1>
<13728,1>
<16778,1>
<16964,1>
<17187,1>
<17614,1>
<18250,1>
<18614,2>
<18734,2>
<18887,2>
<19059,1>
<19104,1>
<19678,1>
<20084,2>
<20886,1>
<22356,3>
<22663,1>
<24386,1>
<26711,1>
<27226,1>
<28376,1>
<32182,1>
<35465,2>
<36162,1>
<36274,3>
<36516,1>
<36906,1>
<37937,1>
<38406,1>
<38828,1>
<39589,1>
<39784,1>
<41293,1>
<42529,1>
<43011,1>
<45698,1>
<46003,1>
<46403,1>
<46845,1>
<48166,1>
<48966,1>
<53536,1>
<54645,1>
<55422,1>
<57889,1>
<58862,1>
<61375,2>
<61773,1>
<63304,1>
<63492,1>
<63709,1>
<67498,2>
<68051,1>
<68698,1>
<69504,1>
<69818,1>
<70097,2>
<71820,1>
<75516,2>
<76044,1>
<76318,1>
<77523,1>
<77560,1>
<78142,1>
<78236,1>
<78314,1>
<78505,2>
<81215,1>
<81282,1>
<83139,1>
<88306,2>
<90136,5>
<90707,1>
<92743,1>
<93316,1>
<93615,1>
<94634,1>
<96564,1>
<97372,1>
<98732,1>
<99531,1>
