<32,4>
<242,1>
<521,2>
<724,1>
<6041,1>
<6998,1>
<7470,1>
<7557,3>
<12753,1>
<13726,1>
<14255,1>
<14307,1>
<15046,1>
<16166,1>
<16192,1>
<16549,1>
<16801,2>
<18304,1>
<18530,2>
<19197,1>
<19481,1>
<26711,1>
<28423,1>
<32716,1>
<32730,1>
<40298,3>
<47132,1>
<48929,1>
<49762,1>
<52910,1>
<53536,1>
<54586,1>
<56194,1>
<59778,1>
<61856,1>
<62489,2>
<63492,1>
<65779,3>
<66621,1>
<69498,1>
<76044,1>
<76766,2>
<79192,1>
<85862,2>
<85912,1>
<86127,2>
<87278,2>
<91341,2>
<95687,2>
<95969,1>
<96360,2>
<99609,1>
<99895,1>
<101399,1>
