<699,9>
<1020,1>
<1165,1>
<1172,1>
<1275,1>
<1740,1>
<2805,4>
<4204,1>
<5659,1>
<5854,8>
<5928,1>
<6041,2>
<6696,1>
<8507,1>
<9052,3>
<9066,1>
<9824,1>
<10484,1>
<10684,1>
<11235,2>
<11454,1>
<11611,1>
<12631,1>
<12753,1>
<13009,1>
<13307,1>
<13504,1>
<14410,1>
<14535,1>
<14796,1>
<15060,3>
<15815,1>
<17148,1>
<17183,1>
<18013,1>
<18265,1>
<18569,1>
<18657,1>
<18664,1>
<19254,2>
<19830,1>
<22371,2>
<22773,1>
<22801,1>
<26711,1>
<27465,1>
<27688,1>
<27840,1>
<28324,1>
<28529,1>
<29375,1>
<30050,1>
<30789,1>
<31215,1>
<31245,1>
<32498,1>
<32764,1>
<33559,1>
<34110,1>
<34412,1>
<34596,1>
<35362,1>
<35836,1>
<36420,1>
<36609,2>
<37611,1>
<38406,1>
<38801,1>
<38852,1>
<39485,1>
<39501,1>
<41293,1>
<42193,2>
<42235,1>
<44127,2>
<44673,2>
<45125,1>
<45589,2>
<45698,1>
<46495,1>
<47045,1>
<48658,1>
<48818,1>
<49130,1>
<49203,1>
<49332,1>
<49968,11>
<50100,2>
<50139,2>
<50337,1>
<51442,1>
<52321,1>
<53335,1>
<53750,1>
<54423,3>
<54634,1>
<55266,1>
<55468,3>
<56099,1>
<57555,2>
<57889,1>
<58642,1>
<59002,1>
<59147,3>
<62499,1>
<62668,1>
<66320,1>
<67026,2>
<67107,1>
<69351,1>
<69390,1>
<69657,4>
<70376,2>
<71426,1>
<71820,1>
<72745,1>
<72940,1>
<73669,1>
<73906,1>
<74131,1>
<74324,1>
<74509,1>
<75254,1>
<76044,1>
<76135,4>
<76639,2>
<77073,1>
<78202,1>
<78236,1>
<78406,1>
<82084,1>
<82550,1>
<82729,1>
<83406,1>
<85787,2>
<86554,1>
<87020,1>
<87372,1>
<87425,1>
<87903,1>
<87926,1>
<88346,1>
<88358,1>
<91877,1>
<91932,1>
<92791,1>
<93168,1>
<95526,1>
<97381,1>
<97875,1>
<98889,1>
<98935,1>
<100123,1>
<100291,1>
